customer_id,company_name,segment,industry,signup_date,signup_cohort,acquisition_channel,plan_tier_initial,initial_seats,initial_mrr
CUST-1755,Cobalt Partners,SMB,Healthcare,2025-11-07,2025-11,Inbound Marketing,Starter,15,750.0
CUST-1756,Anvil Labs,SMB,Technology,2025-11-12,2025-11,Inbound Marketing,Starter,8,400.0
CUST-1757,Citron Cloud,SMB,Healthcare,2025-11-08,2025-11,Outbound Sales,Starter,11,550.0
CUST-1758,Stratus Dynamics,SMB,Retail,2025-11-27,2025-11,Outbound Sales,Starter,8,400.0
CUST-1759,Vector Group,SMB,Media,2025-11-27,2025-11,Event/Conference,Growth,6,720.0
CUST-1760,Marlin Industries,SMB,Professional Services,2025-11-26,2025-11,Partner Referral,Scale,13,3250.0
CUST-1761,Cobalt Cloud,Mid-Market,Professional Services,2025-11-14,2025-11,Outbound Sales,Growth,36,4320.0
CUST-1762,Cobalt Logic,SMB,Technology,2025-11-26,2025-11,Outbound Sales,Starter,13,650.0
CUST-1763,Reverb Partners,Mid-Market,Professional Services,2025-11-08,2025-11,Inbound Marketing,Growth,70,8400.0
CUST-1764,Helix Labs,Mid-Market,Education,2025-11-19,2025-11,Outbound Sales,Starter,22,1100.0
CUST-1765,Vector Systems,SMB,Media,2025-11-21,2025-11,Partner Referral,Growth,14,1680.0
CUST-1766,Beacon Labs,SMB,Manufacturing,2025-11-07,2025-11,Outbound Sales,Starter,3,150.0
CUST-1767,Beacon Labs,SMB,Financial Services,2025-12-19,2025-12,Inbound Marketing,Starter,4,200.0
CUST-1768,Beacon Holdings,SMB,Financial Services,2025-12-21,2025-12,Outbound Sales,Starter,15,750.0
CUST-1769,Reverb Partners,SMB,Manufacturing,2025-12-05,2025-12,Event/Conference,Starter,14,700.0
CUST-1770,Halcyon Industries,Enterprise,Technology,2025-12-11,2025-12,Outbound Sales,Scale,158,39500.0
CUST-1771,Marlin Industries,SMB,Media,2025-12-15,2025-12,Inbound Marketing,Growth,8,960.0
CUST-1772,Tessera Dynamics,Mid-Market,Healthcare,2025-12-15,2025-12,Inbound Marketing,Growth,62,7440.0
CUST-1773,Vector Group,Mid-Market,Healthcare,2025-12-22,2025-12,Outbound Sales,Starter,51,2550.0
CUST-1774,Apex Network,SMB,Technology,2025-12-19,2025-12,Inbound Marketing,Growth,4,480.0
CUST-1775,Halcyon Cloud,SMB,Manufacturing,2025-12-26,2025-12,Event/Conference,Starter,10,500.0
CUST-1776,Stratus Holdings,Mid-Market,Education,2025-12-09,2025-12,Partner Referral,Growth,32,3840.0
CUST-1777,Quantum Network,Mid-Market,Media,2025-12-13,2025-12,Self-Serve Promo,Scale,43,10750.0
CUST-1778,Glide Cloud,SMB,Healthcare,2025-12-26,2025-12,Outbound Sales,Starter,14,700.0
CUST-1779,Mosaic Works,Mid-Market,Technology,2025-12-17,2025-12,Outbound Sales,Growth,22,2640.0
CUST-1780,Reverb Cloud,SMB,Retail,2025-12-16,2025-12,Event/Conference,Starter,14,700.0
CUST-1781,Citron Network,SMB,Manufacturing,2025-12-16,2025-12,Outbound Sales,Starter,12,600.0
CUST-1782,Tessera Network,SMB,Manufacturing,2025-12-09,2025-12,Inbound Marketing,Starter,8,400.0
CUST-1783,Helix Works,Mid-Market,Manufacturing,2025-12-01,2025-12,Event/Conference,Growth,59,7080.0
CUST-1784,Citron Cloud,SMB,Education,2025-12-01,2025-12,Event/Conference,Starter,10,500.0
CUST-1785,Stratus Digital,SMB,Education,2025-12-17,2025-12,Event/Conference,Starter,8,400.0
CUST-1786,Citron Labs,Mid-Market,Retail,2025-12-25,2025-12,Inbound Marketing,Growth,63,7560.0
